Member_Account_No,Date,NĂM,THÁNG,Net Units Sold,Net Sales,Category Group,Brand,Store_No,Channel
PDM0007574,1/6/2024,2024,1,1,410503,Underwear,Guy Laroche,PDM003,Offline
PDM0007574,1/6/2024,2024,1,1,1140286,Bra,ELLE,PDM003,Offline
PDM0007574,1/6/2024,2024,1,1,355769,Underwear,ELLE,PDM003,Offline
PDM0016434,1/6/2024,2024,1,1,957082,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0016434,1/6/2024,2024,1,1,1107733,Shapewear,Miraclesuit,PDM003,Offline
PDM0016429,1/6/2024,2024,1,1,986715,Bra,Guy Laroche,PDM003,Offline
PDM0016429,1/6/2024,2024,1,1,986715,Bra,Guy Laroche,PDM003,Offline
PDM0016429,1/6/2024,2024,1,1,1021336,Bra,Guy Laroche,PDM003,Offline
PDM0016429,1/6/2024,2024,1,1,986715,Bra,Guy Laroche,PDM003,Offline
PDM0007461,1/6/2024,2024,1,1,1164927,Bra,Guy Laroche,PDM003,Offline
PDM0007461,1/6/2024,2024,1,1,925331,Bra,ELLE,PDM003,Offline
PDM0007461,1/6/2024,2024,1,1,2272019,Sleepwear,Guy Laroche,PDM003,Offline
PDM0007461,1/6/2024,2024,1,1,1164926,Bra,Guy Laroche,PDM003,Offline
PDM0007461,1/6/2024,2024,1,1,1437569,Shapewear,Guy Laroche,PDM003,Offline
PDM0007461,1/6/2024,2024,1,1,371785,Underwear,Guy Laroche,PDM003,Offline
PDM0007461,1/6/2024,2024,1,1,991427,Bra,ELLE,PDM003,Offline
PDM0007461,1/6/2024,2024,1,1,1214497,Bra,ELLE,PDM003,Offline
PDM0007461,1/6/2024,2024,1,1,1164926,Bra,ELLE,PDM003,Offline
PDM0014435,1/6/2024,2024,1,1,333333,Underwear,Guy Laroche,PDM003,Offline
PDM0008220,1/6/2024,2024,1,1,184260,Underwear,ELLE,PDM003,Offline
PDM0008220,1/6/2024,2024,1,1,369445,Bra,ELLE,PDM003,Offline
PDM0008220,1/6/2024,2024,1,1,369444,Bra,ELLE,PDM003,Offline
PDM0008220,1/6/2024,2024,1,1,369444,Bra,ELLE,PDM003,Offline
PDM0008220,1/6/2024,2024,1,1,184259,Underwear,ELLE,PDM003,Offline
PDM0003552,1/6/2024,2024,1,1,900926,Sleepwear,ELLE,PDM003,Offline
PDM0003552,1/6/2024,2024,1,1,2374351,Sleepwear,Guy Laroche,PDM003,Offline
PDM0003552,1/6/2024,2024,1,1,397196,Underwear,Guy Laroche,PDM003,Offline
PDM0003552,1/6/2024,2024,1,1,1006231,Bra,Guy Laroche,PDM003,Offline
,1/6/2024,2024,1,1,361112,Underwear,ELLE,PDM004,Offline
,1/6/2024,2024,1,1,184259,Underwear,ELLE,PDM004,Offline
,1/6/2024,2024,1,1,333333,Underwear,Guy Laroche,PDM004,Offline
PDM0002645,1/6/2024,2024,1,1,948401,Bra,ELLE,PDM004,Offline
PDM0002645,1/6/2024,2024,1,1,1033080,Bra,ELLE,PDM004,Offline
PDM0008047,1/6/2024,2024,1,1,285888,Underwear,ELLE,PDM008,Offline
PDM0008047,1/6/2024,2024,1,1,285890,Underwear,ELLE,PDM008,Offline
PDM0008047,1/6/2024,2024,1,1,300552,Underwear,ELLE,PDM008,Offline
PDM0008047,1/6/2024,2024,1,1,300552,Underwear,ELLE,PDM008,Offline
PDM0008047,1/6/2024,2024,1,1,285891,Underwear,ELLE,PDM008,Offline
PDM0008047,1/6/2024,2024,1,1,285891,Underwear,ELLE,PDM008,Offline
PDM0008047,1/6/2024,2024,1,1,285891,Underwear,ELLE,PDM008,Offline
PDM0003222,1/6/2024,2024,1,1,1527778,Shapewear,Naomi&Nicole,PDM008,Offline
PDM0016436,1/6/2024,2024,1,1,1445817,Shapewear,Naomi&Nicole,PDM008,Offline
PDM0016436,1/6/2024,2024,1,1,419202,Underwear,ELLE,PDM008,Offline
PDM0016436,1/6/2024,2024,1,1,384981,Underwear,Guy Laroche,PDM008,Offline
PDM0011253,1/6/2024,2024,1,1,1063219,Bra,ELLE,PDM008,Offline
PDM0011253,1/6/2024,2024,1,1,992337,Bra,ELLE,PDM008,Offline
PDM0016439,1/7/2024,2024,1,1,1059736,Bra,Guy Laroche,PDM001,Offline
PDM0016439,1/7/2024,2024,1,1,949523,Bra,ELLE,PDM001,Offline
PDM0007975,1/7/2024,2024,1,1,1175000,Bra,Guy Laroche,PDM001,Offline
,1/7/2024,2024,1,1,2546296,Sleepwear,Guy Laroche,PDM001,Offline
,1/7/2024,2024,1,1,1111111,Bra,ELLE,PDM001,Offline
,1/7/2024,2024,1,1,1111111,Bra,ELLE,PDM001,Offline
PDM0012375,1/7/2024,2024,1,1,1028849,Bra,ELLE,PDM001,Offline
PDM0012375,1/7/2024,2024,1,1,1028849,Bra,ELLE,PDM001,Offline
PDM0012375,1/7/2024,2024,1,1,1028849,Bra,ELLE,PDM001,Offline
PDM0012375,1/7/2024,2024,1,1,328894,Underwear,ELLE,PDM001,Offline
PDM0012375,1/7/2024,2024,1,1,328894,Underwear,ELLE,PDM001,Offline
PDM0012375,1/7/2024,2024,1,1,328894,Underwear,ELLE,PDM001,Offline
PDM0012375,1/7/2024,2024,1,1,1189080,Bra,Guy Laroche,PDM001,Offline
PDM0012375,1/7/2024,2024,1,1,1189080,Bra,Guy Laroche,PDM001,Offline
PDM0012375,1/7/2024,2024,1,1,0,Bra,ELLE,PDM001,Offline
PDM0008969,1/7/2024,2024,1,1,974690,Bra,ELLE,PDM002,Offline
PDM0008969,1/7/2024,2024,1,1,1616361,Sleepwear,AnneBra,PDM002,Offline
PDM0008969,1/7/2024,2024,1,1,974690,Bra,ELLE,PDM002,Offline
PDM0016441,1/7/2024,2024,1,1,967433,Bra,ELLE,PDM002,Offline
PDM0016441,1/7/2024,2024,1,1,902937,Bra,ELLE,PDM002,Offline
PDM0001972,1/7/2024,2024,1,1,306018,Underwear,ELLE,PDM002,Offline
PDM0001972,1/7/2024,2024,1,1,306018,Underwear,ELLE,PDM002,Offline
PDM0001972,1/7/2024,2024,1,1,306018,Underwear,ELLE,PDM002,Offline
PDM0001972,1/7/2024,2024,1,1,306019,Underwear,ELLE,PDM002,Offline
PDM0001972,1/7/2024,2024,1,1,306019,Underwear,ELLE,PDM002,Offline
PDM0016437,1/7/2024,2024,1,1,2362963,Others,AnneBra,PDM003,Offline
PDM0016437,1/7/2024,2024,1,1,1712963,Sleepwear,Guy Laroche,PDM003,Offline
PDM0016437,1/7/2024,2024,1,1,1712963,Sleepwear,Guy Laroche,PDM003,Offline
PDM0016438,1/7/2024,2024,1,1,312963,Underwear,ELLE,PDM003,Offline
PDM0016438,1/7/2024,2024,1,1,312963,Underwear,ELLE,PDM003,Offline
PDM0016438,1/7/2024,2024,1,1,1179630,Bra,ELLE,PDM003,Offline
,1/7/2024,2024,1,1,1129630,Bra,ELLE,PDM003,Offline
PDM0016440,1/7/2024,2024,1,1,1255534,Bra,Guy Laroche,PDM003,Offline
PDM0016440,1/7/2024,2024,1,1,1068540,Bra,ELLE,PDM003,Offline
PDM0016442,1/7/2024,2024,1,1,1692382,Shapewear,Miraclesuit,PDM003,Offline
PDM0016442,1/7/2024,2024,1,1,1437248,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0016443,1/7/2024,2024,1,1,1453704,Shapewear,Miraclesuit,PDM003,Offline
,1/7/2024,2024,1,1,1259259,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0005523,1/7/2024,2024,1,1,1129630,Bra,ELLE,PDM003,Offline
PDM0016444,1/7/2024,2024,1,1,1379630,Shapewear,Miraclesuit,PDM003,Offline
PDM0016444,1/7/2024,2024,1,1,184259,Underwear,ELLE,PDM003,Offline
PDM0016444,1/7/2024,2024,1,1,184259,Underwear,ELLE,PDM003,Offline
PDM0016444,1/7/2024,2024,1,1,184259,Underwear,ELLE,PDM003,Offline
,1/7/2024,2024,1,1,361111,Underwear,ELLE,PDM003,Offline
,1/7/2024,2024,1,1,361111,Underwear,ELLE,PDM003,Offline
,1/7/2024,2024,1,1,361111,Underwear,ELLE,PDM003,Offline
,1/7/2024,2024,1,1,361111,Underwear,ELLE,PDM003,Offline
,1/7/2024,2024,1,1,925000,Underwear,ELLE,PDM003,Offline
,1/7/2024,2024,1,1,925000,Underwear,ELLE,PDM003,Offline
PDM0016445,1/7/2024,2024,1,1,303487,Underwear,ELLE,PDM003,Offline
PDM0016445,1/7/2024,2024,1,1,1159476,Shapewear,Miraclesuit,PDM003,Offline
PDM0016445,1/7/2024,2024,1,1,184259,Underwear,ELLE,PDM003,Offline
PDM0016446,1/7/2024,2024,1,1,1474074,Sleepwear,AnneBra,PDM003,Offline
PDM0016447,1/7/2024,2024,1,1,2398148,Sleepwear,Guy Laroche,PDM003,Offline
,1/7/2024,2024,1,2,685186,Underwear,ELLE,PDM008,Offline
,1/7/2024,2024,1,2,685185,Underwear,ELLE,PDM008,Offline
,1/7/2024,2024,1,2,685185,Underwear,ELLE,PDM008,Offline
PDM0016448,1/8/2024,2024,1,1,1898148,Shapewear,Miraclesuit,PDM001,Offline
PDM0007975,1/8/2024,2024,1,1,1175000,Bra,Guy Laroche,PDM001,Offline
PDM0016137,1/8/2024,2024,1,1,1111111,Bra,ELLE,PDM001,Offline
PDM0007098,1/8/2024,2024,1,1,325000,Underwear,ELLE,PDM001,Offline
PDM0007098,1/8/2024,2024,1,2,650000,Underwear,ELLE,PDM001,Offline
PDM0007098,1/8/2024,2024,1,2,650000,Underwear,ELLE,PDM001,Offline
PDM0007098,1/8/2024,2024,1,1,325000,Underwear,ELLE,PDM001,Offline
PDM0007098,1/8/2024,2024,1,2,650000,Underwear,ELLE,PDM001,Offline
PDM0007098,1/8/2024,2024,1,2,650000,Underwear,ELLE,PDM001,Offline
PDM0015474,1/8/2024,2024,1,1,2149074,Sleepwear,Guy Laroche,PDM002,Offline
PDM0015474,1/8/2024,2024,1,1,2149074,Sleepwear,Guy Laroche,PDM002,Offline
PDM0014231,1/8/2024,2024,1,1,895786,Bra,ELLE,PDM003,Offline
PDM0014231,1/8/2024,2024,1,1,959770,Bra,ELLE,PDM003,Offline
PDM0014231,1/8/2024,2024,1,1,764815,Bra,Guy Laroche,PDM003,Offline
PDM0014231,1/8/2024,2024,1,1,333333,Underwear,Guy Laroche,PDM003,Offline
PDM0014231,1/8/2024,2024,1,1,259259,Underwear,Guy Laroche,PDM003,Offline
PDM0014231,1/8/2024,2024,1,1,333333,Underwear,Guy Laroche,PDM003,Offline
,1/8/2024,2024,1,1,1259259,Shapewear,Miraclesuit,PDM003,Offline
PDM0001916,1/8/2024,2024,1,1,1055556,Bra,ELLE,PDM003,Offline
PDM0016451,1/8/2024,2024,1,1,1092086,Bra,ELLE,PDM003,Offline
PDM0016451,1/8/2024,2024,1,2,2038559,Bra,ELLE,PDM003,Offline
PDM0016451,1/8/2024,2024,1,2,2184170,Bra,ELLE,PDM003,Offline
PDM0016451,1/8/2024,2024,1,1,0,Bra,ELLE,PDM003,Offline
,1/8/2024,2024,1,1,2490741,Sleepwear,Guy Laroche,PDM003,Offline
,1/8/2024,2024,1,1,2675926,Sleepwear,Guy Laroche,PDM003,Offline
,1/8/2024,2024,1,1,1157407,Bra,Guy Laroche,PDM003,Offline
PDM0016452,1/8/2024,2024,1,1,1288712,Bra,ELLE,PDM003,Offline
PDM0016452,1/8/2024,2024,1,1,359436,Underwear,ELLE,PDM003,Offline
,1/8/2024,2024,1,1,338400,Underwear,ELLE,PDM006,Online
,1/8/2024,2024,1,1,1041230,Bra,ELLE,PDM006,Online
PDM0016449,1/8/2024,2024,1,1,992719,Bra,ELLE,PDM006,Online
PDM0016449,1/8/2024,2024,1,1,1081355,Bra,ELLE,PDM006,Online
PDM0016450,1/8/2024,2024,1,1,1212963,Bra,Guy Laroche,PDM006,Online
,1/8/2024,2024,1,1,379630,Underwear,ELLE,PDM008,Offline
,1/8/2024,2024,1,1,1361111,Bra,ELLE,PDM008,Offline
PDM0001572,1/8/2024,2024,1,1,1269145,Bra,ELLE,PDM008,Offline
PDM0001572,1/8/2024,2024,1,1,1286411,Shapewear,Miraclesuit,PDM008,Offline
PDM0007087,1/9/2024,2024,1,1,2305556,Sleepwear,Guy Laroche,PDM001,Offline
PDM0014424,1/9/2024,2024,1,1,944445,Bra,ELLE,PDM001,Offline
PDM0014424,1/9/2024,2024,1,1,944444,Bra,ELLE,PDM001,Offline
PDM0016454,1/9/2024,2024,1,1,1111111,Bra,ELLE,PDM001,Offline
,1/9/2024,2024,1,1,379629,Underwear,ELLE,PDM002,Offline
,1/9/2024,2024,1,1,379630,Underwear,ELLE,PDM002,Offline
PDM0003782,1/9/2024,2024,1,1,1111111,Sleepwear,ELLE,PDM002,Offline
PDM0003782,1/9/2024,2024,1,1,906297,Bra,Guy Laroche,PDM002,Offline
PDM0003782,1/9/2024,2024,1,1,333518,Underwear,Guy Laroche,PDM002,Offline
PDM0016453,1/9/2024,2024,1,1,2361111,Sleepwear,Guy Laroche,PDM003,Offline
PDM0003900,1/9/2024,2024,1,1,1072868,Bra,Guy Laroche,PDM004,Offline
PDM0003900,1/9/2024,2024,1,1,1072868,Bra,Guy Laroche,PDM004,Offline
PDM0003900,1/9/2024,2024,1,1,394816,Underwear,Guy Laroche,PDM004,Offline
PDM0003900,1/9/2024,2024,1,1,394816,Underwear,Guy Laroche,PDM004,Offline
PDM0003900,1/9/2024,2024,1,1,394816,Underwear,Guy Laroche,PDM004,Offline
PDM0003900,1/9/2024,2024,1,1,394816,Underwear,Guy Laroche,PDM004,Offline
PDM0016427,1/9/2024,2024,1,-1,-1037037,Bra,ELLE,PDM006,Online
PDM0016427,1/9/2024,2024,1,1,1305556,Bra,ELLE,PDM006,Online
PDM0009693,1/10/2024,2024,1,1,1099536,Bra,Guy Laroche,PDM001,Offline
PDM0009693,1/10/2024,2024,1,1,1099537,Bra,Guy Laroche,PDM001,Offline
PDM0009693,1/10/2024,2024,1,1,985185,Bra,ELLE,PDM001,Offline
PDM0009693,1/10/2024,2024,1,1,404630,Underwear,Guy Laroche,PDM001,Offline
PDM0009693,1/10/2024,2024,1,1,404630,Underwear,Guy Laroche,PDM001,Offline
PDM0016457,1/10/2024,2024,1,1,1022038,Bra,Guy Laroche,PDM001,Offline
PDM0016457,1/10/2024,2024,1,1,376110,Underwear,Guy Laroche,PDM001,Offline
PDM0009693,1/10/2024,2024,1,1,1099537,Bra,Guy Laroche,PDM001,Offline
PDM0009693,1/10/2024,2024,1,1,985185,Bra,ELLE,PDM001,Offline
PDM0009693,1/10/2024,2024,1,1,1099537,Bra,Guy Laroche,PDM001,Offline
PDM0012863,1/10/2024,2024,1,1,184259,Underwear,ELLE,PDM001,Offline
PDM0012863,1/10/2024,2024,1,1,184259,Underwear,ELLE,PDM001,Offline
PDM0012863,1/10/2024,2024,1,1,1016667,Bra,ELLE,PDM001,Offline
,1/10/2024,2024,1,1,1111111,Bra,ELLE,PDM001,Offline
,1/10/2024,2024,1,1,1111111,Bra,ELLE,PDM001,Offline
PDM0008580,1/10/2024,2024,1,1,2291667,Sleepwear,Guy Laroche,PDM001,Offline
PDM0005071,1/10/2024,2024,1,1,902941,Bra,ELLE,PDM001,Offline
PDM0005071,1/10/2024,2024,1,1,802615,Bra,ELLE,PDM001,Offline
PDM0016459,1/10/2024,2024,1,1,2583333,Sleepwear,Guy Laroche,PDM001,Offline
,1/10/2024,2024,1,1,1111111,Bra,ELLE,PDM001,Offline
PDM0016455,1/10/2024,2024,1,1,2414705,Sleepwear,Guy Laroche,PDM002,Offline
PDM0016455,1/10/2024,2024,1,1,983443,Bra,ELLE,PDM002,Offline
PDM0016456,1/10/2024,2024,1,1,2212963,Sleepwear,Guy Laroche,PDM003,Offline
,1/10/2024,2024,1,1,1259259,Shapewear,Miraclesuit,PDM003,Offline
PDM0011284,1/10/2024,2024,1,2,4298148,Sleepwear,Guy Laroche,PDM003,Offline
PDM0011284,1/10/2024,2024,1,1,2149074,Sleepwear,Guy Laroche,PDM003,Offline
PDM0011284,1/10/2024,2024,1,1,0,Bra,ELLE,PDM003,Offline
PDM0013281,1/10/2024,2024,1,1,1743518,Sleepwear,Guy Laroche,PDM003,Offline
PDM0013281,1/10/2024,2024,1,1,1263889,Sleepwear,Guy Laroche,PDM003,Offline
PDM0013281,1/10/2024,2024,1,1,810185,Bra,Guy Laroche,PDM003,Offline
PDM0013281,1/10/2024,2024,1,1,965741,Shapewear,Miraclesuit,PDM003,Offline
PDM0013281,1/10/2024,2024,1,1,965741,Shapewear,Miraclesuit,PDM003,Offline
PDM0013281,1/10/2024,2024,1,1,946296,Shapewear,Miraclesuit,PDM003,Offline
PDM0013281,1/10/2024,2024,1,1,725926,Bra,ELLE,PDM003,Offline
PDM0013281,1/10/2024,2024,1,1,810185,Bra,Guy Laroche,PDM003,Offline
PDM0013281,1/10/2024,2024,1,1,952778,Bra,ELLE,PDM003,Offline
PDM0013281,1/10/2024,2024,1,1,952778,Bra,ELLE,PDM003,Offline
PDM0013281,1/10/2024,2024,1,1,1814815,Shapewear,Guy Laroche,PDM003,Offline
PDM0013281,1/10/2024,2024,1,6,1438889,Underwear,ELLE,PDM003,Offline
PDM0013281,1/10/2024,2024,1,1,239815,Underwear,ELLE,PDM003,Offline
PDM0013281,1/10/2024,2024,1,5,1199074,Underwear,ELLE,PDM003,Offline
PDM0013281,1/10/2024,2024,1,1,298148,Underwear,Guy Laroche,PDM003,Offline
PDM0001926,1/10/2024,2024,1,1,338472,Underwear,ELLE,PDM003,Offline
PDM0001926,1/10/2024,2024,1,1,2430047,Shapewear,Guy Laroche,PDM003,Offline
,1/10/2024,2024,1,1,416667,Underwear,Guy Laroche,PDM003,Offline
PDM0006684,1/10/2024,2024,1,1,1218337,Bra,Guy Laroche,PDM003,Offline
PDM0006684,1/10/2024,2024,1,1,985037,Bra,Guy Laroche,PDM003,Offline
PDM0006684,1/10/2024,2024,1,1,985037,Bra,Guy Laroche,PDM003,Offline
PDM0006684,1/10/2024,2024,1,1,967756,Bra,ELLE,PDM003,Offline
PDM0006684,1/10/2024,2024,1,1,985037,Bra,Guy Laroche,PDM003,Offline
PDM0006684,1/10/2024,2024,1,1,0,Bra,ELLE,PDM003,Offline
PDM0009702,1/10/2024,2024,1,1,2453704,Sleepwear,Guy Laroche,PDM003,Offline
PDM0016458,1/10/2024,2024,1,1,348148,Underwear,AnneBra,PDM003,Offline
PDM0016458,1/10/2024,2024,1,1,339226,Underwear,ELLE,PDM003,Offline
PDM0016458,1/10/2024,2024,1,1,362963,Underwear,AnneBra,PDM003,Offline
PDM0016458,1/10/2024,2024,1,1,1095959,Bra,ELLE,PDM003,Offline
,1/10/2024,2024,1,1,333334,Underwear,Guy Laroche,PDM004,Offline
,1/10/2024,2024,1,1,398148,Underwear,Guy Laroche,PDM004,Offline
PDM0016462,1/10/2024,2024,1,1,945686,Bra,ELLE,PDM004,Offline
PDM0016462,1/10/2024,2024,1,1,295055,Underwear,ELLE,PDM004,Offline
PDM0016460,1/10/2024,2024,1,1,1064031,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,1,1064031,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,1,1081764,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,1,1081764,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,1,993094,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,1,993094,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,1,0,Bra,ELLE,PDM006,Online
PDM0016461,1/10/2024,2024,1,1,1166667,Bra,ELLE,PDM006,Online
PDM0015727,1/10/2024,2024,1,1,319758,Underwear,ELLE,PDM006,Online
PDM0015727,1/10/2024,2024,1,1,319758,Underwear,ELLE,PDM006,Online
PDM0015727,1/10/2024,2024,1,1,983871,Bra,ELLE,PDM006,Online
PDM0015727,1/10/2024,2024,1,1,918280,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,-1,-1064031,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,-1,-1064031,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,-1,-1081764,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,-1,-1081764,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,-1,-993094,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,-1,-993094,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,-1,0,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,1,1064031,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,1,1064031,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,1,1081764,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,1,1081764,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,1,993094,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,1,993094,Bra,ELLE,PDM006,Online
PDM0016460,1/10/2024,2024,1,1,0,Bra,ELLE,PDM006,Online
,1/10/2024,2024,1,-1,-388889,Underwear,Guy Laroche,PDM007,Online
,1/10/2024,2024,1,1,1016158,Bra,ELLE,PDM007,Online
,1/10/2024,2024,1,1,335694,Underwear,ELLE,PDM007,Online
PDM0009914,1/11/2024,2024,1,1,1216667,Shapewear,Miraclesuit,PDM001,Offline
PDM0009914,1/11/2024,2024,1,1,375000,Underwear,Guy Laroche,PDM001,Offline
PDM0012005,1/11/2024,2024,1,1,2030446,Sleepwear,Guy Laroche,PDM002,Offline
PDM0012005,1/11/2024,2024,1,1,1471884,Sleepwear,Guy Laroche,PDM002,Offline
PDM0012005,1/11/2024,2024,1,1,1502076,Sleepwear,AnneBra,PDM002,Offline
PDM0012005,1/11/2024,2024,1,1,1502076,Sleepwear,AnneBra,PDM002,Offline
PDM0004251,1/11/2024,2024,1,1,807628,Underwear,ELLE,PDM003,Offline
PDM0004251,1/11/2024,2024,1,1,1139895,Bra,Guy Laroche,PDM003,Offline
PDM0004251,1/11/2024,2024,1,1,1059051,Bra,Guy Laroche,PDM003,Offline
PDM0016463,1/11/2024,2024,1,1,333334,Underwear,AnneBra,PDM003,Offline
PDM0016463,1/11/2024,2024,1,1,362963,Underwear,AnneBra,PDM003,Offline
PDM0016463,1/11/2024,2024,1,1,333333,Underwear,AnneBra,PDM003,Offline
PDM0016463,1/11/2024,2024,1,1,361111,Underwear,ELLE,PDM003,Offline
PDM0016463,1/11/2024,2024,1,1,361111,Underwear,ELLE,PDM003,Offline
PDM0016463,1/11/2024,2024,1,1,361111,Underwear,ELLE,PDM003,Offline
PDM0016463,1/11/2024,2024,1,1,361111,Underwear,ELLE,PDM003,Offline
PDM0016464,1/11/2024,2024,1,1,1657407,Shapewear,Miraclesuit,PDM003,Offline
PDM0016465,1/11/2024,2024,1,1,1518518,Shapewear,Guy Laroche,PDM003,Offline
,1/11/2024,2024,1,1,1379630,Shapewear,Miraclesuit,PDM003,Offline
,1/11/2024,2024,1,1,1111111,Bra,ELLE,PDM004,Offline
PDM0010679,1/11/2024,2024,1,1,1059467,Bra,ELLE,PDM004,Offline
PDM0010679,1/11/2024,2024,1,1,338681,Underwear,ELLE,PDM004,Offline
PDM0000202,1/11/2024,2024,1,2,2018518,Bra,ELLE,PDM004,Offline
PDM0010066,1/11/2024,2024,1,1,1111111,Bra,ELLE,PDM006,Online
PDM0016427,1/11/2024,2024,1,-1,-1305556,Bra,ELLE,PDM006,Online
PDM0016427,1/11/2024,2024,1,1,1037037,Bra,ELLE,PDM006,Online
PDM0016427,1/11/2024,2024,1,1,1055556,Bra,Guy Laroche,PDM006,Online
PDM0013306,1/12/2024,2024,1,1,2500000,Shapewear,Guy Laroche,PDM001,Offline
PDM0016466,1/12/2024,2024,1,1,1335431,Bra,ELLE,PDM001,Offline
PDM0016466,1/12/2024,2024,1,1,1108316,Bra,ELLE,PDM001,Offline
PDM0016466,1/12/2024,2024,1,1,1090146,Bra,ELLE,PDM001,Offline
PDM0016466,1/12/2024,2024,1,1,1280922,Bra,ELLE,PDM001,Offline
PDM0016466,1/12/2024,2024,1,1,0,Bra,ELLE,PDM001,Offline
PDM0008497,1/12/2024,2024,1,1,1805556,Shapewear,Miraclesuit,PDM001,Offline
PDM0016471,1/12/2024,2024,1,5,921296,Underwear,ELLE,PDM001,Offline
PDM0016467,1/12/2024,2024,1,1,877493,Bra,ELLE,PDM002,Offline
PDM0016467,1/12/2024,2024,1,1,289886,Underwear,ELLE,PDM002,Offline
PDM0016467,1/12/2024,2024,1,1,360399,Underwear,Naomi&Nicole,PDM002,Offline
PDM0010985,1/12/2024,2024,1,1,845820,Bra,ELLE,PDM003,Offline
PDM0010985,1/12/2024,2024,1,1,943995,Bra,Guy Laroche,PDM003,Offline
,1/12/2024,2024,1,1,2675926,Sleepwear,Guy Laroche,PDM003,Offline
PDM0003414,1/12/2024,2024,1,1,314760,Underwear,ELLE,PDM003,Offline
PDM0003414,1/12/2024,2024,1,1,314760,Underwear,ELLE,PDM003,Offline
PDM0003414,1/12/2024,2024,1,1,936602,Bra,ELLE,PDM003,Offline
PDM0003414,1/12/2024,2024,1,1,859831,Bra,ELLE,PDM003,Offline
PDM0003414,1/12/2024,2024,1,1,936602,Bra,ELLE,PDM003,Offline
PDM0003414,1/12/2024,2024,1,1,314760,Underwear,ELLE,PDM003,Offline
,1/12/2024,2024,1,1,1453704,Shapewear,Guy Laroche,PDM003,Offline
PDM0016468,1/12/2024,2024,1,1,1814815,Others,AnneBra,PDM003,Offline
PDM0016470,1/12/2024,2024,1,1,1472222,Shapewear,Naomi&Nicole,PDM003,Offline
,1/12/2024,2024,1,1,361111,Underwear,ELLE,PDM004,Offline
,1/12/2024,2024,1,1,955556,Bra,AnneBra,PDM004,Offline
PDM0007513,1/12/2024,2024,1,1,1074074,Sleepwear,ELLE,PDM008,Offline
PDM0007513,1/12/2024,2024,1,1,1037037,Bra,ELLE,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,1782407,Sleepwear,Guy Laroche,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,252778,Underwear,ELLE,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,252778,Underwear,ELLE,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,252778,Underwear,ELLE,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,252778,Underwear,ELLE,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,252778,Underwear,ELLE,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,252778,Underwear,ELLE,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,252778,Underwear,ELLE,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,252778,Underwear,ELLE,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,252778,Underwear,ELLE,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,252778,Underwear,ELLE,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,764815,Bra,Guy Laroche,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,810185,Bra,Guy Laroche,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,810185,Bra,Guy Laroche,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,1685185,Sleepwear,Guy Laroche,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,881481,Shapewear,Miraclesuit,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,881481,Shapewear,Miraclesuit,PDM008,Offline
PDM0004904,1/12/2024,2024,1,1,1782407,Sleepwear,Guy Laroche,PDM008,Offline
PDM0016469,1/12/2024,2024,1,1,348169,Underwear,ELLE,PDM008,Offline
